CID,MW,XLogP3,HBDC,HDAC,RBC,ExactMass,MonoMass,TPSA,HAC,Charge,Complexity,IsotopeAtoms,DASC,UASC,DBSC,UBSC,CBU,chembl_id,ic50_value,log_ic50,target_chembl_id,target_name
10917946,489.4,6.5,2,2,7,488.1058333,488.1058333,58.2,34,0,635.0,0,0,0,0,0,1,CHEMBL13602,870.0,2.9395192526186187,CHEMBL2780,Cyclophilin A
60154112,374.3,5.1,0,1,4,373.1000197,373.1000197,20.3,25,0,473.0,0,2,0,0,0,1,CHEMBL2177192,820.0,2.9138138523837167,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
1892604,465.5,2.5,0,6,4,465.1437041,465.1437041,112.0,35,0,1170.0,0,0,0,0,0,1,CHEMBL3207893,3898.07,3.5908496337402407,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1
156405852,340.4,3.1,1,7,4,340.06145772,340.06145772,100.0,21,0,495.0,0,1,0,0,0,1,CHEMBL5404788,1100.0,3.041392685158225,CHEMBL3885518,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1
44390720,540.3,4.8,2,4,5,540.0546,540.0546,86.7,32,0,702.0,0,2,0,0,0,1,CHEMBL361575,7500.0,3.8750612633917,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
70681590,841.5,7.8,1,8,17,840.3435823,840.3435823,143.0,59,0,1490.0,0,1,0,0,0,1,CHEMBL2031026,9.01,0.9547247909790629,CHEMBL4625,Apoptosis regulator Bcl-X
44390661,560.8,5.0,2,4,4,559.99998,559.99998,86.7,32,0,721.0,0,2,0,0,0,1,CHEMBL180335,1590.0,3.2013971243204513,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
58573465,540.5,5.0,1,5,8,539.1299997,539.1299997,100.0,35,0,869.0,0,5,0,0,0,1,CHEMBL4112794,0.6,-0.2218487496163564,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
1002526,372.2,3.9,1,5,2,370.97932,370.97932,68.7,23,0,462.0,0,0,0,0,0,1,CHEMBL1488092,1764.0,3.246498580795801,CHEMBL2096976,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
57523470,894.5,7.4,3,12,16,893.2796023,893.2796023,190.0,62,0,1530.0,0,1,0,0,0,1,CHEMBL2063896,1.7,0.2304489213782739,CHEMBL4860,Apoptosis regulator Bcl-2
71563283,855.1,3.2,7,8,7,854.51667986,854.51667986,247.0,62,0,1580.0,0,5,0,0,0,1,CHEMBL2314815,39400.0,4.595496221825574,CHEMBL1615381,Menin
58573456,568.5,3.8,2,7,10,567.1361477,567.1361477,125.0,37,0,935.0,0,4,0,0,0,1,CHEMBL3918643,4.6,0.6627578316815741,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
137349062,349.4,1.6,3,7,3,349.01909819,349.01909819,160.0,23,0,633.0,0,0,0,1,0,1,CHEMBL233149,180.0,2.255272505103306,CHEMBL301,Cyclin-dependent kinase 2
71459210,390.5,5.4,2,5,3,390.09258022,390.09258022,99.9,28,0,597.0,0,0,0,0,0,1,CHEMBL2180320,3250.0,3.5118833609788744,CHEMBL385,K562
134145193,630.8,5.3,2,11,14,630.11642944,630.11642944,179.0,42,0,1060.0,0,0,0,0,0,1,CHEMBL3953535,370.0,2.568201724066995,CHEMBL4106129,Keap1-p62
72205731,558.0,3.1,0,7,6,557.1942155,557.1942155,108.0,40,0,1110.0,0,0,1,0,0,1,CHEMBL3910791,0.295,-0.530177984021837,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
24968408,728.7,5.8,1,15,10,728.21032496,728.21032496,141.0,50,0,1190.0,0,2,0,0,0,1,CHEMBL3806040,2.0,0.3010299956639812,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
3474243,373.4,2.9,1,5,4,373.14264148,373.14264148,92.5,28,0,795.0,0,0,1,0,0,1,CHEMBL1464508,36300.0,4.559906625036112,CHEMBL2093862,Runt-related transcription factor 1/Core-binding factor subunit beta
141755792,384.9,3.0,2,7,4,384.146537,384.146537,83.5,27,0,477.0,0,0,0,0,0,1,CHEMBL5094916,11400.0,4.056904851336473,CHEMBL3883320,Histone-lysine N-methyltransferase 2A/WDR5
86297634,486.5,5.2,3,10,5,486.14496497,486.14496497,129.0,34,0,757.0,0,0,0,0,0,1,CHEMBL3781187,20.0,1.3010299956639813,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
71453493,1051.7,8.0,4,16,17,1050.2856738,1050.2856738,207.0,71,0,1920.0,0,1,0,0,0,1,CHEMBL2170835,7.0,0.8450980400142568,CHEMBL612545,Unchecked
155535225,306.4,3.5,2,5,6,306.06090343,306.06090343,127.0,20,0,373.0,0,0,0,0,0,1,CHEMBL4471804,5011.87,3.6999997975545824,CHEMBL3038498,Keap1/Nrf2
118706332,689.6,6.6,4,6,8,688.2019392,688.2019392,123.0,48,0,1200.0,0,4,0,0,0,1,CHEMBL3310188,5.0,0.6989700043360189,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
53324104,1954.2,-0.5,27,25,63,1953.03733545,1953.03733545,762.0,140,0,4160.0,0,13,1,0,0,1,CHEMBL1689404,2300.0,3.361727836017593,CHEMBL5023,p53-binding protein Mdm-2
51350784,468.4,5.1,1,3,7,467.105499,467.105499,49.8,32,0,670.0,0,0,1,0,0,1,CHEMBL1688279,2300.0,3.361727836017593,CHEMBL5023,p53-binding protein Mdm-2
60154126,544.5,5.7,1,6,9,543.1803953,543.1803953,101.0,37,0,788.0,0,4,0,0,0,1,CHEMBL2177188,1.8,0.25527250510330607,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
